id,sex,employment,married,income,digital3
100810,1,retired,1,645,.33528906
100811,0,employed,1,9635,.5418334
100812,0,student,0,34420,.4258661
100813,1,employed,1,13871,.48989272
100814,0,employed,0,12297,.68822908
100815,0,retired,1,8392,.015869444
100816,1,employed,1,7989,0
100817,1,employed,1,6923,0
100818,1,employed,1,6085,.10755163
100819,1,student,0,75616,.92656422
100820,1,employed,0,12013,0
100821,1,employed,1,11362,.5884847
100822,0,student,0,0,.16690439
100823,1,retired,1,17862,0
100824,0,employed,0,9149,.6708988
100825,0,employed,1,4204,.2124389
100826,0,employed,1,7336,.1288204
100827,1,employed,1,14588,.07928814
100828,0,unemployed,1,0,.84496701
100829,1,unemployed,1,0,.40694642
100830,1,employed,1,7504,0
100831,1,unemployed,0,6054,.52690983
100832,1,employed,1,67276,.63230693
100833,0,employed,0,104565,0
100834,1,employed,1,214446,0
100835,1,employed,1,13932,0
100836,1,unemployed,0,11010,.57334173
100837,0,student,0,0,.75472808
100838,1,student,0,0,.69052839
100839,1,retired,1,20312,.30730551
100840,1,employed,1,11154,.013875434
100841,1,retired,1,5768,.12377807
100842,0,employed,1,7547,.6350525
100843,1,employed,1,12494,.43111768
100844,0,unemployed,1,0,.72666067
100845,1,student,0,16100,.95658994
100846,0,employed,1,10400,.16721238
100847,1,employed,1,16407,.5064193
100848,1,employed,1,19764,.70256883
100849,1,employed,0,14530,0
100850,1,student,0,10598,.91585255
100851,1,student,0,0,.52684474
100852,1,employed,1,104455,0
100853,0,student,0,0,.99618393
100854,0,employed,1,28447,0
100855,0,student,0,8662,.96348238
100856,1,employed,1,9013,.10070467
100857,0,student,0,0,.53871417
100858,1,unemployed,1,26278,.69508553
100859,1,employed,0,7758,.95656788
100860,1,retired,1,5540,0
100861,0,employed,1,6958,.94636637
100862,1,unemployed,1,7577,.53093863
100863,0,retired,1,2694,.215385
100864,1,employed,1,10144,.82472283
100865,0,retired,0,6707,.1553956
100866,1,employed,0,16703,.054293312
100867,1,employed,1,27724,.06246268
100868,1,employed,1,15691,.058096256
100869,1,employed,1,14156,0
100870,0,unemployed,1,0,.62366557
100871,1,employed,1,54891,.10598216
100872,1,employed,0,12666,.83809578
100873,0,retired,1,3689,.22357988
100874,1,employed,1,6624,.76855516
100875,1,employed,1,7050,.50512487
100876,0,employed,1,4409,0
100877,0,employed,0,12193,.83281714
100878,1,employed,1,16664,0
100879,1,employed,1,38445,.52805543
100880,1,unemployed,1,9079,.17430173
100881,0,employed,0,7212,.74017954
100882,0,employed,1,5497,.45355251
100883,0,unemployed,1,15415,.45306069
100884,1,student,1,0,.88655168
100885,1,retired,1,39123,0
100886,0,unemployed,0,0,.64769584
100887,1,unemployed,1,0,.28931406
100888,0,employed,1,24517,0
100889,0,employed,0,15092,.046616744
100890,0,unemployed,1,0,.75016701
100891,0,retired,0,3070,.0035783735
100892,1,unemployed,0,36396,.54153621
100893,0,employed,0,26723,.96090585
100894,1,unemployed,1,8023,.63797504
100895,0,employed,1,153233,.1469288
100896,0,unemployed,0,0,.53318852
100897,0,employed,0,12945,.82315534
100898,1,unemployed,1,16288,.54323226
100899,0,unemployed,0,48058,.96388018
100900,1,employed,1,13718,.4211562
100901,1,unemployed,1,0,.3446148
100902,1,student,0,0,.061816394
100903,1,student,1,0,.67440885
100904,1,employed,1,24678,.87312609
100905,0,unemployed,0,0,0
100906,1,employed,0,16168,.87729293
100907,1,unemployed,1,0,0
100908,0,employed,1,5704,.84248459
100909,1,student,0,0,.37453544
100910,1,student,0,0,.96841002
100911,0,student,0,15953,.13287182
100912,0,employed,0,17488,0
100913,0,employed,1,56603,.49077395
100914,0,retired,1,4468,.024218462
100915,0,retired,1,7300,0
100916,1,employed,1,7336,.25426689
100917,1,employed,1,30871,.80905044
100918,1,student,0,0,.89534026
100919,1,employed,1,42324,.53186435
100920,0,retired,1,4228,.2451425
100921,1,employed,1,7988,.17808403
100922,0,employed,1,9095,.66190404
100923,0,employed,0,132898,.16613643
100924,1,student,0,3687,.83958209
100925,0,student,0,13934,.68843395
100926,1,employed,1,102613,.58155078
100927,1,employed,0,16958,.79413879
100928,0,employed,0,7721,.32362157
100929,1,employed,1,24969,.33600521
100930,1,student,0,16736,.06236095
100931,0,student,0,0,.91580391
100932,1,employed,1,29904,0
100933,1,employed,1,31713,.58417219
100934,1,employed,0,18012,.019115308
100935,0,employed,1,9120,.6562556
100936,1,employed,0,26010,0
100937,1,employed,0,8203,.90220284
100938,1,employed,1,8326,.46410325
100939,1,unemployed,1,11579,.7369408
100940,1,employed,1,22725,.42884031
100941,1,retired,0,4584,0
100942,0,employed,0,11979,.41788298
100943,0,retired,1,7858,0
100944,1,employed,1,8126,.32351702
100945,0,employed,0,19865,.66861564
100946,1,employed,1,21062,.84272557
100947,1,student,0,0,.91315162
100948,1,student,0,0,.93501294
100949,0,unemployed,0,47151,.33177075
100950,0,employed,1,15407,0
100951,1,student,0,0,.81979418
100952,0,student,1,11404,.87350559
100953,1,employed,1,6616,.22676906
100954,1,employed,0,10276,0
100955,1,employed,1,8646,.52979219
100956,1,unemployed,1,18795,.62321651
100957,1,employed,0,28445,0
100958,1,employed,0,8290,.86676264
100959,0,unemployed,1,7912,.70333314
100960,1,employed,1,15480,.54275489
100961,1,employed,1,9054,.39392006
100962,0,employed,1,10556,.69914776
100963,0,employed,1,5740,.70558566
100964,1,student,0,0,.17732894
100965,0,student,0,8024,.24213183
100966,0,student,0,13877,0
100967,0,employed,0,7708,.56437278
100968,1,student,0,5425,.89708877
100969,0,employed,1,22683,.18389933
100970,0,employed,1,18111,.48888442
100971,1,employed,1,9445,0
100972,1,employed,1,25483,.85322183
100973,1,unemployed,0,12414,.53696007
100974,1,employed,1,7252,0
100975,0,employed,1,42399,0
100976,1,employed,0,11471,.51475364
100977,0,student,0,14075,0
100978,0,unemployed,0,8575,.332068
100979,0,employed,1,5491,0
100980,1,retired,1,3554,0
100981,0,student,0,4167,.56759292
100982,1,unemployed,1,0,.84402084
100983,0,employed,0,9994,.04153562
100984,1,unemployed,1,0,.52349371
100985,0,student,0,0,.77389896
100986,1,employed,1,7132,.6134674
100987,1,retired,1,5451,0
100988,0,employed,1,5910,.71741998
100989,1,student,0,0,.70865631
100990,0,employed,1,5268,.34033707
100991,0,retired,1,4549,.26458734
100992,0,employed,1,19788,.96510845
100993,1,employed,1,14028,.84358543
100994,0,employed,1,7791,.708345
100995,1,retired,0,3100,.028238509
100996,1,employed,1,9165,.43850091
100997,0,retired,0,2727,0
100998,1,employed,1,18273,.21660019
100999,0,student,0,0,.88820642
101000,0,employed,1,133417,.98310804
101001,0,retired,1,9237,.20076051
101002,1,retired,0,6409,0
101003,1,student,0,0,.84366584
101004,0,unemployed,1,0,.94309896
101005,0,retired,1,8267,.048299044
101006,0,employed,1,19204,0
101007,0,employed,1,46875,0
101008,0,employed,1,16810,.05843503
101009,1,retired,0,28825,.023909722
101010,1,employed,0,13612,.59882557
101011,1,employed,1,14656,.63357794
101012,0,employed,1,27200,.5238986
101013,1,employed,1,8615,.53563988
101014,1,employed,0,6845,.82251883
101015,1,employed,1,7301,.52208883
101016,1,employed,1,32914,.5738517
101017,0,employed,1,14574,.51253676
101018,0,employed,0,32927,0
101019,1,employed,0,19787,.42081413
101020,1,unemployed,1,9911,.3765381
101021,0,unemployed,1,0,.44471452
101022,0,employed,1,4405,0
101023,1,employed,1,8000,.54529959
101024,1,employed,0,8337,.56446105
101025,0,employed,1,13611,0
101026,1,employed,1,16174,0
101027,0,unemployed,1,0,0
101028,1,student,0,44254,.83309054
101029,0,student,1,0,.6212464
101030,1,employed,1,12776,.80983365
101031,0,unemployed,1,0,.84590614
101032,1,employed,1,12298,0
101033,1,employed,1,6807,.65374142
101034,1,employed,0,8818,.57944161
101035,0,employed,1,20944,.62632513
101036,0,employed,1,18936,.51340955
101037,1,employed,0,7357,0
101038,0,employed,1,4863,.010668459
101039,1,employed,1,8517,0
101040,1,student,0,0,.72217721
101041,1,student,0,0,0
101042,1,employed,1,16172,.009671147
101043,0,employed,0,12656,.11936156
101044,0,employed,1,6690,.99558753
101045,1,employed,0,21357,.23325934
101046,1,employed,1,25902,.592264
101047,1,employed,1,5221,.85072172
101048,0,student,0,0,.98703313
101049,1,student,0,45681,0
101050,0,employed,0,6805,.46966425
101051,1,employed,1,16789,.3680754
101052,0,employed,1,38152,.39060751
101053,1,retired,1,4388,.012954732
101054,1,student,0,20552,.92869812
101055,1,student,0,4931,.7733916
101056,1,employed,1,7531,.73409575
101057,1,employed,1,8606,0
101058,1,retired,1,5861,0
101059,1,student,0,16839,.46373725
101060,0,employed,1,5985,0
101061,0,employed,1,6482,.3130239
101062,1,employed,1,16293,0
101063,1,employed,1,9665,.58919561
101064,0,employed,1,25173,.61945665
101065,0,retired,0,3889,.20119838
101066,0,unemployed,1,10624,.68788582
101067,1,employed,1,6848,.3059428
101068,1,employed,1,7817,.80161047
101069,1,unemployed,1,0,.53641921
101070,0,employed,0,25584,.368797
101071,1,employed,1,70810,.62286925
101072,0,student,0,0,.77744412
101073,0,student,0,0,.98898125
101074,1,employed,1,12164,0
101075,1,unemployed,0,0,.78961849
101076,1,student,0,21141,.91290838
101077,0,employed,1,5178,0
101078,0,unemployed,1,22255,.57195061
101079,1,retired,1,5323,.026409749
101080,0,unemployed,1,33172,0
101081,1,retired,0,16303,0
101082,0,employed,1,10551,0
101083,1,student,0,14569,.978522
101084,1,retired,1,4170,0
101085,0,retired,1,3786,0
101086,1,employed,1,7157,.57466292
101087,1,employed,0,9676,.51762438
101088,0,employed,1,7861,.72243267
101089,0,student,0,11983,.93969935
101090,1,unemployed,1,0,.047228649
101091,0,unemployed,0,0,0
101092,1,employed,1,17978,.12909535
101093,1,unemployed,1,0,.5605455
101094,1,employed,1,20236,0
101095,1,employed,1,33801,.58431447
101096,1,unemployed,1,19049,0
101097,0,employed,0,7497,.04084003
101098,1,employed,1,12053,.77414763
101099,1,employed,1,9283,.52793467
101100,0,retired,1,3181,0
101101,1,employed,1,55673,0
101102,1,employed,1,7305,.62994236
101103,0,employed,1,39122,.60711241
101104,0,employed,0,5775,.99309719
101105,1,employed,1,32160,.49172321
101106,1,employed,1,18109,0
101107,0,employed,1,13638,.53690767
101108,1,employed,1,9316,.776995
101109,1,employed,1,18656,.69972044
101110,1,student,0,28074,.85738283
101111,0,retired,0,9473,.053059042
101112,0,employed,0,19251,0
101113,0,retired,0,3450,0
101114,1,employed,0,13978,.10180221
101115,1,employed,1,50780,0
101116,1,employed,1,30631,.51453644
101117,1,employed,0,19106,.19132996
101118,0,student,0,24285,.8607983
101119,0,employed,1,16660,0
101120,0,employed,1,23823,0
101121,1,student,0,16740,.87494183
101122,1,unemployed,1,18082,.812289
101123,0,employed,0,16276,.6556223
101124,0,unemployed,1,0,0
101125,1,student,0,6316,.94687092
101126,1,unemployed,1,12637,.872572
101127,1,employed,1,58938,.77996916
101128,1,employed,1,7596,.63410401
101129,1,employed,1,13418,.64383167
101130,1,student,0,0,.39452463
101131,1,employed,1,5542,.77905589
101132,0,employed,0,25110,0
101133,0,student,0,0,.88332719
101134,1,unemployed,1,0,0
101135,1,employed,1,29768,0
101136,0,student,0,7104,.74481249
101137,0,employed,0,14028,.62294585
101138,0,employed,1,27236,.82813686
101139,0,employed,1,10307,.19222577
101140,0,student,0,27439,0
101141,1,employed,1,25978,.51893485
101142,1,employed,1,15476,.54819977
101143,1,retired,1,3482,.029963592
101144,1,employed,0,6388,.96046722
101145,1,employed,1,15671,.26240385
101146,1,employed,1,6733,.99000806
101147,1,employed,1,26829,.41420197
101148,0,employed,0,8637,.4916153
101149,0,retired,0,6329,0
101150,0,student,0,5686,.47527629
101151,0,employed,0,7459,0
101152,0,employed,1,10135,.6071052
101153,1,employed,1,5936,.18390118
101154,1,employed,0,9424,.38155288
101155,0,employed,1,84669,0
101156,1,retired,1,858,.28715402
101157,1,unemployed,1,0,.57803732
101158,0,employed,1,17256,.62158245
101159,0,unemployed,1,0,.52839988
101160,0,unemployed,1,32077,.52115589
101161,1,employed,1,5665,.080954656
101162,1,employed,0,32753,0
101163,0,unemployed,0,0,0
101164,0,student,0,0,.44100523
101165,1,employed,1,7238,.5031144
101166,0,employed,1,56710,0
101167,0,unemployed,1,16311,.6463396
101168,0,unemployed,1,0,.6233601
101169,0,employed,0,18163,0
101170,1,employed,1,11212,.47363523
101171,1,student,0,0,.95206088
101172,1,unemployed,1,0,.65321362
101173,0,retired,1,3603,0
101174,1,unemployed,1,0,.68799841
101175,1,student,0,0,.8556276
101176,0,student,0,0,0
101177,1,student,0,0,.43743765
101178,1,student,0,0,.8861537
101179,1,employed,0,12792,.11833326
101180,1,student,0,0,.93399847
101181,1,employed,1,41778,.5438503
101182,1,employed,0,18081,.7574389
101183,0,retired,1,4519,.27686557
101184,1,student,0,0,.98176277
101185,0,unemployed,1,77390,.46739849
101186,0,unemployed,1,0,.5522818
101187,1,employed,1,6053,.50431561
101188,0,retired,0,4311,0
101189,1,employed,1,25585,.71395069
101190,1,employed,0,10044,0
101191,0,employed,1,7345,0
101192,1,employed,1,13289,.56837112
101193,1,employed,1,27087,.85782772
101194,1,employed,1,62081,.043107029
101195,1,employed,1,23296,.69809788
101196,1,employed,1,19177,.61784506
101197,1,student,0,0,.50674003
101198,0,employed,1,5191,.51659477
101199,0,employed,0,11418,.51048326
101200,0,employed,1,6301,.9607957
101201,1,employed,1,38101,0
101202,1,unemployed,0,0,.58711892
101203,1,employed,0,16863,0
101204,0,employed,1,9702,.62666911
101205,1,employed,1,22787,.44661313
101206,1,student,0,0,.85688555
101207,0,retired,0,6043,.11894423
101208,1,employed,1,6055,.77197158
101209,0,student,0,4818,.84048891
101210,0,employed,1,20799,.81378585
101211,1,unemployed,0,0,.35044417
101212,1,student,0,0,.48218539
101213,1,employed,1,6923,.16723707
101214,1,employed,1,26808,.69299847
101215,1,unemployed,1,0,.54150653
101216,0,employed,1,6929,.017470036
101217,1,unemployed,1,0,0
101218,0,unemployed,0,0,.83197778
101219,1,employed,1,9970,0
101220,1,unemployed,1,0,.60169739
101221,1,employed,0,8159,.46352482
101222,1,student,0,0,.96668291
101223,0,employed,1,30538,0
101224,1,unemployed,1,91707,.59692359
101225,0,student,0,0,.35812342
101226,1,retired,0,9370,0
101227,1,student,0,3102,.94440377
101228,1,employed,1,12675,0
101229,0,employed,1,5317,.53523993
101230,1,unemployed,0,8348,.3911112
101231,0,employed,0,17132,.53387779
101232,1,student,0,0,.96631587
101233,1,unemployed,1,0,.52143663
101234,0,employed,1,12239,.86429822
101235,0,unemployed,1,12986,0
101236,0,unemployed,0,0,0
101237,1,employed,1,861825,0
101238,1,unemployed,1,24815,.58035117
101239,1,student,0,0,.36032096
101240,1,employed,1,51888,0
101241,1,unemployed,1,12539,.62299973
101242,1,employed,1,11675,.68788135
101243,1,employed,1,115115,.28210855
101244,0,employed,1,7169,.71740466
101245,0,student,1,0,.90792865
101246,1,employed,1,36066,.54223031
101247,0,employed,1,130174,0
101248,0,student,0,7103,.1987357
101249,1,employed,1,10535,.63627243
101250,0,employed,0,23038,0
101251,1,employed,1,15422,0
101252,1,student,0,0,.30111998
101253,1,employed,1,23086,.34890473
101254,1,employed,0,10682,0
101255,0,unemployed,0,15763,.64560807
101256,1,student,0,27253,.39110315
101257,1,employed,0,101295,0
101258,0,unemployed,1,0,.63423556
101259,0,employed,1,14055,.59813279
101260,0,student,0,0,.82934761
101261,1,retired,1,14683,0
101262,0,employed,1,14583,0
101263,0,employed,1,8551,.56814843
101264,1,employed,0,14775,0
101265,1,employed,1,5782,.65586263
101266,1,employed,0,74401,.56916726
101267,1,student,0,4706,.83810323
101268,0,employed,1,14161,.66217446
101269,0,employed,1,10152,0
101270,1,employed,1,10602,0
101271,1,employed,1,113599,0
101272,0,employed,0,11309,0
101273,0,employed,1,7948,.80081892
101274,1,employed,1,7672,0
101275,1,employed,0,7599,.026411615
101276,0,employed,0,7468,.56947625
101277,1,employed,1,34208,.78735954
101278,1,employed,1,55328,.12459342
101279,1,student,0,0,.87939084
101280,1,employed,1,28780,0
101281,0,retired,1,11134,.20504005
101282,1,unemployed,1,0,0
101283,1,employed,0,9500,.78573012
101284,0,employed,0,32787,0
101285,1,student,0,0,0
101286,1,unemployed,1,0,0
101287,0,unemployed,1,0,.59011942
101288,0,student,0,0,.90834504
101289,1,student,0,0,.85222208
101290,0,employed,1,7743,.54206032
101291,0,unemployed,1,0,.5647853
101292,1,retired,1,1658,.29211691
101293,0,employed,0,8104,.79877901
101294,0,unemployed,1,0,.8348856
101295,1,employed,1,6200,0
101296,1,unemployed,0,24597,0
101297,0,employed,1,13518,0
101298,1,employed,1,11464,0
101299,1,employed,0,15884,.59746337
101300,0,employed,1,9451,0
101301,1,employed,1,32820,0
101302,1,student,0,10064,.45553452
101303,0,employed,1,7274,.42398074
101304,0,unemployed,0,20598,.83359694
101305,1,employed,1,10469,.62989366
101306,0,employed,1,17586,.38303134
101307,1,unemployed,1,0,.08721602
101308,1,employed,0,5247,0
101309,0,unemployed,1,0,.13676907
101310,1,employed,0,175796,.6985575
101311,1,employed,1,7475,.56275874
101312,0,retired,0,3026,.17507286
101313,1,employed,1,9620,.63439864
101314,1,employed,1,7463,.5199827
101315,1,employed,1,64356,0
101316,1,student,0,4561,.50890779
101317,0,employed,0,25737,0
101318,1,employed,0,92533,.11456288
101319,1,employed,0,12707,.077499449
101320,1,unemployed,1,0,0
101321,1,employed,0,9298,.67939889
101322,1,retired,1,5909,.14190359
101323,1,employed,0,55623,.65126121
101324,1,employed,1,6862,.78608859
101325,1,unemployed,1,0,.53315216
101326,1,employed,1,268189,.52268898
101327,1,employed,1,18848,.52899784
101328,1,student,0,14011,0
101329,1,employed,1,9630,.52565116
101330,1,retired,1,7721,.047981855
101331,1,student,0,0,.85269576
101332,1,unemployed,0,0,0
101333,1,unemployed,1,0,.59966624
101334,0,student,0,0,.39971393
101335,1,unemployed,1,30246,.94016236
101336,1,employed,0,7876,.18720017
101337,1,employed,1,6118,.75849265
101338,0,employed,1,13661,.67063558
101339,1,student,0,0,.03504983
101340,1,student,0,31917,.95717913
101341,0,employed,0,8674,.79014736
101342,0,retired,1,3559,.21246159
101343,1,employed,0,19489,0
101344,1,employed,1,12173,.67428744
101345,0,employed,0,9116,.51178956
101346,0,student,0,90357,.99225557
101347,0,employed,1,75341,.57136226
101348,0,retired,1,13910,.25197414
101349,1,employed,1,165414,0
101350,1,student,0,0,.71594661
101351,0,retired,1,4672,0
101352,0,unemployed,0,30989,0
101353,0,employed,1,9012,.63165504
101354,1,employed,0,5744,.58819234
101355,1,student,0,0,0
101356,0,employed,1,6427,0
101357,1,unemployed,1,19002,0
101358,1,unemployed,1,0,0
101359,1,employed,1,18543,.50664699
101360,1,retired,1,11584,.2944946
